rep_class	rep_count	adj_r2	F	numdf	dendf	beta_Estimate	beta_std_error	t_value	p_value	arm_lower	arm_mean	arm_upper	center_lower	center_mean	center_upper	arm_cen_effect_size_lower	arm_cen_effect_size	arm_cen_effect_size_upper	percent_genome_repeat	repeat_total_bp	p_adjust	p_sig	species
Simple_repeat	24750	0.0398664492107541	437.809072396631	1	10519	609.559828556837	29.132245409681	20.9238876023704	2.78811469894906e-95	301.412679297729	316.455236647025	331.497793996321	125.811766689815	132.489163498099	139.166560306383	0.388595743946311	0.427250122793247	0.465904501640184	2.20857285893024	2361764	2.50930322905415e-94	TRUE	briggsae
Satellite	6901	0.032819222416858	357.97382312343	1	10519	461.622602158017	24.3984046466777	18.9201961703211	1.55399132312784e-78	172.121154081345	184.47804599886	196.834937916374	39.2622233521578	45.382319391635	51.5024154311122	0.346985776680063	0.385560033357245	0.424134290034427	1.13081439536778	1209250	6.99296095407528e-78	TRUE	briggsae
class_II_DNA_transposon	128152	0.0305322105319245	332.314622605543	1	10519	1328.94494726945	72.9007950045743	18.2294986932044	3.99769344491497e-73	1972.8738972409	2003.04923018438	2033.22456312785	1585.1913108478	1613.3102661597	1641.4292214716	0.322661893115766	0.361193057175761	0.399724221235755	17.7900964411445	19024054	1.19930803347449e-72	TRUE	briggsae
Unclassified	16350	0.0257948325952262	279.546704514689	1	10519	388.674351956221	23.2465599532335	16.7196502509679	5.92450279002149e-62	220.486478551161	231.70499904961	242.923519548059	118.846796045667	125.760076045627	132.673356045587	0.268863386007653	0.307309100255221	0.345754814502789	1.75852322419708	1880498	1.33301312775484e-61	TRUE	briggsae
class_I_retrotransposon	19084	0.0149960174807248	161.159864017746	1	10519	433.735875206024	34.1662173157188	12.6948755022546	1.1719304924171e-36	282.034407585572	297.40600646265	312.777605339727	153.50279277068	165.211406844106	176.920020917533	0.223120061216187	0.261503850491616	0.299887639767046	2.27581014306614	2433665	2.10947488635078e-36	TRUE	briggsae
snRNA	109	0.000477476234402641	6.02544951862903	1	10519	-4.01839529637199	1.6370348714083	-2.4546791070584	0.0141171188138613	0.36480540379705	0.684280555027561	1.00375570625807	0.969989603437292	1.83992395437262	2.70985830530796	-0.0858963188211323	-0.0476701101663561	-0.00944390151157994	0.0124167488457254	13278	0.021175678220792	TRUE	briggsae
rRNA	13	0.000143600771524532	2.51089708242603	1	10519	1.39454086004634	0.880069129971413	1.5845810431865	0.113091615451849	0.0322433838440853	0.515301273522144	0.998359163200203	-0.0527593358063538	0.0688212927756654	0.190401921357685	-0.00396429600499989	0.0342592882622617	0.0724828725295233	0.00287367594539193	3073	0.145403505580949	FALSE	briggsae
Low_complexity	5673	5.42900496859344e-05	1.57116233112793	1	10519	-4.51146958699635	3.59921263607788	-1.25346014341419	0.210066154042184	23.2679810608464	24.9081923588671	26.5484036568878	25.8520238781113	27.0600760456274	28.2681282131434	-0.0786030287175886	-0.0403783535514122	-0.00215367838523588	0.255645877839035	273378	0.236324423297457	FALSE	briggsae
ARTEFACT	1	3.11782234676539e-05	1.32800513749791	1	10519	0.0273116751793149	0.0237000062817349	1.15239105233333	0.249186604352651	-0.00657193369957432	0.00684280555027561	0.0202575448001255	0	0	0	-0.0187250292673469	0.0194966593911684	0.0577183480496837	3.3664931348555e-05	36	0.249186604352651	FALSE	briggsae
class_II_DNA_transposon	61106	0.1741813721232	2116.31312331232	1	10028	3106.30991699931	67.5234806167664	46.0034033883614	0	1528.34592055464	1560.96471291866	1593.58350528268	635.812763092461	655.586557638612	675.360352184763	0.8879610366223	0.929164519230498	0.970368001838696	10.9049375341738	11116910	0	TRUE	elegans
Unclassified	19125	0.0810047814891524	885.005637016403	1	10028	923.290779694348	31.0359811983055	29.7490443042528	1.91355079197845e-186	360.506396588562	376.887759170654	393.269121752746	103.766338586995	110.106102911847	116.445867236699	0.55452062749215	0.59452137827782	0.634522129063489	2.39596767713857	2442541	7.6542031679138e-186	TRUE	elegans
Satellite	6333	0.0244746974523009	252.614940287133	1	10028	507.731865332858	31.9451479992751	15.8938648631203	3.38294306928563e-56	208.157872665141	220.19158692185	232.225301178559	54.6982724184184	68.1743119266055	81.6503514347926	0.290010718597287	0.329420660874188	0.36883060315109	1.41872943922712	1446307	9.02118151809501e-56	TRUE	elegans
